SYPTCODE,SYPTSERL,SYPTSMTP,SYPTPRTM,SYPTCHCO,SYPTGNDT
C0240211,1,Sign or Symptom,Swollen lips,lip site swelling,20050610
C0240211,2,Sign or Symptom,Swollen lips,lower lip swelling,20050610
C0240211,3,Sign or Symptom,Swollen lips,"Lip, swelling",20070305
C0240211,4,Sign or Symptom,Swollen lips,lower lip swelling,20070305
C0240211,5,Sign or Symptom,Swollen lips,painful swollen lips,20070305
C0240211,6,Sign or Symptom,Swollen lips,Lip site swelling,20070305
C0240211,7,Sign or Symptom,Swollen lips,lip swelling,20070305
C0240212,0,finding                            ,"LIP SWELLING, UPPER                       ","swelling, upper lip                     ",20040507
C0240212,1,Finding,"LIP SWELLING, UPPER",upper lip swelling,20070305
C0240214,0,Finding,thickened lips,thicken vermillion,20140722
C0240225,0,Disease or Syndrome,Liver mass,Hepatic mass,20070305
C0240225,1,Disease or Syndrome,Liver mass,for evaluation of hepatic mass,20070305
C0240225,2,Disease or Syndrome,Liver mass,for evaluation of liver mass,20070305
C0240225,3,Disease or Syndrome,Liver mass,further evaluation for liver mass,20070305
C0240225,4,Disease or Syndrome,Liver mass,"Mass, Intrahepatic",20070305
C0240225,5,Disease or Syndrome,Liver mass,confusion hepatic mass,20070305
C0240225,6,Disease or Syndrome,Liver mass,left hepatic mass,20070305
C0240225,7,Disease or Syndrome,Liver mass,evaluation for liver mass,20070305
C0240233,0,Finding,Loose associations,Loose association,20070305
C0240239,0,Finding,LOWER EXTREMITY DISCOLORATION,"Discoloration, Extremity",20070305
C0240248,0,Finding,Lower Extremity Papule,papule on the lower ext,20070305
C0240248,1,Finding,Lower Extremity Papule,bruise and papule on the lower ext,20070305
C0240250,0,Finding,Lower Extremity Rash,skin rash on lower extremity,20070305
C0240257,0,Finding,Lower Extremity Vesicle,lower extremities vesicle,20070305
C0240260,0,Finding,LUNG SCAN NORMAL,폐이상없음,20070305
C0240298,0,Finding,MANDIBULAR SWELLING,"painful swelling, chin",20070305
C0240298,1,Finding,MANDIBULAR SWELLING,right mandible area painful swelling,20070305
C0240298,2,Finding,MANDIBULAR SWELLING,right mandible area swelling,20070305
C0240298,3,Finding,MANDIBULAR SWELLING,right mandibular area swelling,20070305
C0240298,4,Finding,MANDIBULAR SWELLING,right mandibular swelling,20070305
C0240298,5,Finding,MANDIBULAR SWELLING,"painful swelling, mandible",20070305
C0240298,6,Finding,MANDIBULAR SWELLING,left mandibular swelling,20070305
C0240298,7,Finding,MANDIBULAR SWELLING,right mandible swelling,20070305
C0240299,0,Sign or Symptom,MANDIBULAR TENDERNESS,right mandible angle body tenderness,20070305
C0240299,1,Sign or Symptom,MANDIBULAR TENDERNESS,left mandible tenderness,20070305
C0240310,0,Anatomical Abnormality,Maxillary hypoplasia,nasomaxillary hypoplasia,20070305
C0240311,0,finding                            ,MAXILLARY PAIN                            ,"pain, maxillary                         ",20040507
C0240311,1,Sign or Symptom,MAXILLARY PAIN,right maxillary area pain,20070305
C0240311,2,Sign or Symptom,MAXILLARY PAIN,right maxillar area pain,20070305
C0240318,0,Disease or Syndrome,Mediastinal mass,brown mediastinal mass,20070305
C0240318,1,Disease or Syndrome,Mediastinal mass,for evaluation of incidental mediastinal mass,20070305
C0240318,2,Disease or Syndrome,Mediastinal mass,for management of mediastinal mass,20070305
C0240318,3,Disease or Syndrome,Mediastinal mass,for mediastinal mass,20070305
C0240318,4,Disease or Syndrome,Mediastinal mass,for mediastinal mass evaluation,20070305
C0240318,5,Disease or Syndrome,Mediastinal mass,Other Type of Mediastinal Tumor,20070305
C0240318,6,Disease or Syndrome,Mediastinal mass,for evaluation of mediastinal mass,20070305
C0240318,7,Disease or Syndrome,Mediastinal mass,for evaluation mediastinal mass,20070305
C0240325,0,Sign or Symptom,Metacarpophalangeal joint pain,both mcp joint(hand) pain,20070305
C0240325,1,Sign or Symptom,Metacarpophalangeal joint pain,"Pain, MP Joint",20070305
C0240325,2,Sign or Symptom,Metacarpophalangeal joint pain,"Pain, Metacarpophalangeal Joint",20070305
C0240332,0,Finding,METATARSOPHALANGEAL JOINT TENDERNESS,MTP joint tenderness,20070305
C0240334,0,Finding,Methyl Alcohol Ingestion,ingestion of methyl alcohol,20070305
C0240363,0,Injury or Poisioning,Burn of oral cavity,Burn of mouth,20070305
C0240363,1,Injury or Poisioning,Burn of oral cavity,oral cavity burn,20070305
C0240382,0,Sign or Symptom,Swollen mouth,"Swelling, Mouth",20070305
C0240395,0,Finding,lesion of mucosa,mucosal lesion,20140722
C0240434,0,Disease or Syndrome,Nail deformity,Malformed Νails,20070305
C0240434,1,Disease or Syndrome,Nail deformity,Nail deformity (disorder),20070305
C0240452,0,Finding,NASAL SINUS PAIN,nasal pain,20050610
C0240464,0,Finding,Neck oedema of,left neck edema,20070305
C0240477,0,Finding,"Neck Mass, Posterior Triangle",right posterior neck mass,20070305
C0240477,1,Finding,"Neck Mass, Posterior Triangle",posterior neck mass,20070305
C0240486,0,Finding,NECK SKIN LESION OR RASH,Skin Lesion of Neck,20070305
C0240486,1,Finding,NECK SKIN LESION OR RASH,NECK SKIN LESION,20070305
C0240487,0,Finding,Neck Subcutaneous Emphysema,left neck emphysema,20070305
C0240491,0,Finding,Tenderness of neck,right neck tenderness,20070305
C0240495,0,Finding,NECK VESSEL BRUIT,"Bruit, Neck",20070305
C0240515,0,Sign or Symptom,Nipple painful,"Pain, Nipple",20070305
C0240515,1,Sign or Symptom,Nipple painful,right nipple region pain,20070305
C0240515,2,Sign or Symptom,Nipple painful,nipple 아래 pain,20070305
C0240526,0,Temporal Concept,Night time,At night,20070305
C0240526,1,Temporal Concept,Night time,Night time (qualifier value),20070305
C0240543,0,Finding,NOSE BULBOUS,bulbous nose,20070305
C0240547,0,Anatomical Abnormality,Nose deformity,right nose deformity,20070305
C0240547,1,Anatomical Abnormality,Nose deformity,deformed nose,20070305
C0240547,2,Anatomical Abnormality,Nose deformity,external nose deformity,20070305
C0240547,3,Anatomical Abnormality,Nose deformity,"Deformity, Nose",20070305
C0240547,4,Anatomical Abnormality,Nose deformity,deformity on the nose,20070305
C0240547,5,Anatomical Abnormality,Nose deformity,deformity of nose shape,20070305
C0240550,0,Finding,"Nose Discharge, Foul Smelling",foul smell in nose,20070305
C0240555,0,Pathologic Function,Furuncle of nose,Furuncle of External Nose,20070305
C0240555,1,Pathologic Function,Furuncle of nose,Furuncle of Vestibule,20070305
C0240564,0,Sign or Symptom                    ,Pain of nose                              ,"pain, nasal                             ",20040507
C0240564,1,Sign or Symptom                    ,Pain of nose                              ,"pain, nose                              ",20040507
C0240564,2,Sign or Symptom,Pain of nose,nasal cavity pain,20050610
C0240564,3,Sign or Symptom,Pain of nose,Pain of nose (finding),20070305
C0240564,4,Sign or Symptom,Pain of nose,Nasal cavity pain,20070305
C0240564,5,Sign or Symptom,Pain of nose,"Pain, Nose",20070305
C0240564,6,Sign or Symptom,Pain of nose,Nose pain,20070305
C0240564,7,Sign or Symptom,Pain of nose,parasinus pain,20070305
C0240564,8,Sign or Symptom,Pain of nose,Nasal pain,20070305
C0240577,0,finding                            ,Swollen nose                              ,"painful swelling, nasal                 ",20040507
C0240577,1,finding                            ,Swollen nose                              ,"swelling, nasal                         ",20040507
C0240577,2,Finding,Swollen nose,nose swelling,20050610
C0240577,3,Finding,Swollen nose,"nose, painful swelling",20050610
C0240577,4,Finding,Swollen nose,"nose, swelling",20050610
C0240577,5,Finding,Swollen nose,"Swelling, Nose Tip",20070305
C0240577,6,Finding,Swollen nose,"painful swelling, nose",20070305
C0240577,7,Finding,Swollen nose,"Nose, painful swelling",20070305
C0240577,8,Finding,Swollen nose,Nose swelling,20070305
C0240577,9,Finding,Swollen nose,"swelling, nose",20070305
C0240577,10,Finding,Swollen nose,Nasal swelling,20070305
C0240606,0,Finding,orbital mass,"mass, infraorbit",20140722
C0240607,0,Finding,Orbital pain,left orbital pain,20070305
C0240607,1,Finding,Orbital pain,"orbital pain, Lt.",20070305
C0240607,2,Finding,Orbital pain,"orbital pain, Rt.",20070305
C0240607,3,Finding,Orbital pain,"Pain, Orbit",20070305
C0240607,4,Finding,Orbital pain,"Pain, Orbital",20070305
C0240608,0,Sign or Symptom,Osler's node,Osler's node (disorder),20070305
C0240611,0,Finding,Mass of ovary,both ovary mass,20070305
C0240611,1,Finding,Mass of ovary,right ovary mass,20070305
C0240611,2,Finding,Mass of ovary,for evaluation of left ovary mass,20070305
C0240611,3,Finding,Mass of ovary,for evaluation of ovary mass,20070305
C0240635,0,Congenital Abnormality,Byzanthine arch palate,Narrowing Palatal Arch,20070305
C0240635,1,Congenital Abnormality,Byzanthine arch palate,Byzanthine arch palate (disorder),20070305
C0240635,2,Congenital Abnormality,Byzanthine arch palate,"Elevation, Palate",20070305
C0240668,0,Finding,PAROTID GLAND SWELLING,left parotid gland swelling,20070305
C0240668,1,Finding,PAROTID GLAND SWELLING,Swelling of parotid gland,20070305
C0240668,2,Finding,PAROTID GLAND SWELLING,right parotid gl.area swelling,20070305
C0240691,0,Finding,Mass of penis,"Mass, Urethral Orifice",20070305
C0240691,1,Finding,Mass of penis,penile painful mass,20070305
C0240691,2,Finding,Mass of penis,penile mass,20070305
C0240698,0,Acquired Abnormality,Ulcer of penis,Ulcer of penis (disorder),20070305
C0240701,0,Finding,Small penis,Short Penis,20070305
C0240708,0,Disease or Syndrome,Calcification of pericardium,Calcification of pericardium (disorder),20070305
C0240713,0,Injury or Poisoning,Laceration of perineum,"Laceration, Perianus",20070305
C0240713,1,Injury or Poisoning,Laceration of perineum,perineal laceration,20070305
C0240713,2,Injury or Poisoning,Laceration of perineum,"Laceration, Perineum",20070305
C0240715,0,Sign or Symptom,Perineal lump,perineal area mass,20070305
C0240715,1,Sign or Symptom,Perineal lump,PERINEAL MASS,20070305
C0240715,2,Sign or Symptom,Perineal lump,painful perneal mass,20070305
C0240715,3,Sign or Symptom,Perineal lump,left perineal mass,20070305
C0240717,0,Sign or Symptom                    ,Perineal pain                             ,"pain, perineal area                     ",20040507
C0240717,1,Sign or Symptom,Perineal pain,"Discomfort, Perineum",20070305
C0240717,2,Sign or Symptom,Perineal pain,perineal area pain,20070305
C0240717,3,Sign or Symptom,Perineal pain,"Pain, Perineum",20070305
C0240717,4,Sign or Symptom,Perineal pain,parineal area pain,20070305
C0240717,5,Sign or Symptom,Perineal pain,Perineal pain (finding),20070305
C0240717,6,Sign or Symptom,Perineal pain,right perineal pain,20070305
C0240717,7,Sign or Symptom,Perineal pain,frequent perineal pain,20070305
C0240719,0,Finding,PERINEAL SWELLING,right perineal painful swelling,20070305
C0240721,0,Finding,perioral lesion,perioral skin lesion,20140722
C0240723,0,Sign or symptom,Periorbital pain,left periorbital pain,20070305
C0240723,1,Sign or Symptom,Periorbital pain,periorbital area pain,20070305
C0240723,2,Sign or Symptom,Periorbital pain,right periorbital pain,20070305
C0240723,3,Sign or Symptom,Periorbital pain,"Pain, Periorbit",20070305
C0240735,0,Sign or Symptom,Personality change,Personality change (finding),20070305
C0240777,0,Finding,Plantar Pain,left plantar area pain,20070305
C0240785,0,Finding,"PLEURAL EFFUSION, EXUDATE",Exudate Pleural Effusion,20070305
C0240812,0,Sign or Symptom,Prostatic pain,Prostatodynia,20070305
C0240819,0,Finding,PROXIMAL INTERPHALANGEAL JOINT PAIN,"Pain, PIP Joint",20070305
C0240829,0,Finding,Loss of pubic hair,Lack of pubic hair,20070305
C0240829,1,Finding,Loss of pubic hair,Pubic hair loss,20070305
C0240844,0,Finding,pupil irregular,irregular pupil,20140722
C0240860,0,Finding,"Rales, Basilar, Right",오른족,20070305
C0240873,0,Finding,Rectal mass,"Mass, Rectum",20070305
C0240873,1,Finding,Rectal mass,evaluation and management of rectal mass,20070305
C0240873,2,Finding,Rectal mass,for evaluation of rectal mass,20070305
C0240873,3,Finding,Rectal mass,anorectal mass,20070305
C0240885,0,Finding,REGIONAL LYMPH NODE ENLARGEMENT,regional node enlargement,20070305
C0240885,1,Finding,REGIONAL LYMPH NODE ENLARGEMENT,regional L/N enlargement,20070305
C0240906,0,Finding,RIB BONE TUMOR,rib tumor evaluation,20070305
C0240906,1,Finding,RIB BONE TUMOR,for evaluation of rib tumor,20070305
C0240906,2,Finding,RIB BONE TUMOR,"Tumor, Rib",20070305
C0240906,3,Finding,RIB BONE TUMOR,further evaluation and op. for right 6th rib tumor,20070305
C0240906,4,Finding,RIB BONE TUMOR,rib tumor,20070305
C0240912,0,Congenital Abnormality,Congenital convex pes valgus,Rocker-Bottom Flatfoot,20070305
C0240912,1,Congenital Abnormality,Congenital convex pes valgus,Congenital convex pes valgus (disorder),20070305
C0240931,0,Finding,Cyst of scalp,Benign Extracerebral Fluid Collection,20070305
C0240931,1,Finding,Cyst of scalp,"Mass, Scalp, Cystic",20070305
C0240933,0,Finding,SCALP EDEMA,"Edema, Scalp",20070305
C0240933,1,Finding,SCALP EDEMA,left scalp severe edema,20070305
C0240937,0,Injury or Poisoning                ,Scalp laceration                          ,"laceration, scalp                       ",20040507
C0240937,1,Injury or Poisoning,Scalp laceration,"deep laceration, scalp",20070305
C0240937,2,Injury or Poisoning,Scalp laceration,right scalp deep laceration,20070305
C0240937,3,Injury or Poisoning,Scalp laceration,scalp lac.,20070305
C0240937,4,Injury or Poisoning,Scalp laceration,laceration of scalp,20070305
C0240937,5,Injury or Poisoning,Scalp laceration,scalp laceration lt,20070305
C0240937,6,Injury or Poisioning,Scalp laceration,left scalp laceration,20070305
C0240937,7,Injury or Poisoning,Scalp laceration,both scalp laceration,20070305
C0240937,8,Injury or Poisoning,Scalp laceration,"scalp laceration, Lt",20070305
C0240937,9,Injury or Poisoning,Scalp laceration,"scalp laceration, Rt",20070305
C0240939,0,Finding,SCALP MASS,"scalp mass, Rt",20070305
C0240939,1,Finding,SCALP MASS,for scalp mass remove,20070305
C0240939,2,Finding,SCALP MASS,left scalp mass,20070305
C0240939,3,Finding,SCALP MASS,right painful scalp mass,20070305
C0240939,4,Finding,SCALP MASS,"scalp mass, Lt",20070305
C0240939,5,Finding,SCALP MASS,for evaluation of scalp mass,20070305
C0240940,0,Sign or Symptom                    ,Scalp pain                                ,"pain, scalp                             ",20040507
C0240940,1,Sign or Symptom,Scalp pain,"Pain, Scalp",20070305
C0240940,2,Sign or Symptom,Scalp pain,scalp pain (falling down),20070305
C0240941,0,Sign or Symptom,Pruritus of scalp,"Pruritus, Scalp",20070305
C0240942,0,Finding,SCALP RASH,scalp skin eruption,20050610
C0240942,1,Finding,SCALP RASH,scalp skin eruption,20070305
C0240953,0,Disease or Syndrome,Winged scapula,Winged scapula (finding),20070305
C0240961,0,Finding,"SCLERA, WHITE",whitish sclera,20070305
C0240962,0,Sign or Symptom,Scleral icterus,"Jaundice, Sclera",20070305
C0240962,1,Sign or Symptom,Scleral icterus,Yellow sclera,20070305
C0240962,2,Sign or Symptom,Scleral icterus,icteric sclerae,20070305
C0240962,3,Sign or Symptom,Scleral icterus,icteric sclera,20070305
C0240962,4,Sign or Symptom,Scleral icterus,sclera icterus,20070305
C0240991,0,Sign or Symptom,"Ataxia, Sensory",Sensory ataxia,20070305
C0241032,0,Sign or Symptom,SHIN PAIN,"Pain, Shin",20070305
C0241033,0,Finding,Short Term Memory Decrease,memory decreased,20070305
C0241033,1,Finding,Short Term Memory Decrease,decreased memory,20070305
C0241037,0,Sign or Symptom,Shoulder lump,SHOULDER MASS,20070305
C0241037,1,Sign or Symptom,Shoulder lump,"Mass, Shoulder",20070305
C0241037,2,Sign or Symptom,Shoulder lump,mass on Lt. post shoulder,20070305
C0241037,3,Sign or Symptom,Shoulder lump,right shoulder soft mass,20070305
C0241037,4,Sign or Symptom,Shoulder lump,right shoulder mass,20070305
C0241037,5,Sign or Symptom,Shoulder lump,shoulder palpable mass,20070305
C0241037,6,Sign or Symptom,Shoulder lump,both shoulder mass,20070305
C0241037,7,Sign or Symptom,Shoulder lump,mass of shoulder,20070305
C0241037,8,Sign or Symptom,Shoulder lump,left shoulder mass,20070305
